[HEADER]MODE,TICK,EPISODE,BAR_POS,FISH_POS,REWARD,FORCE,Q_HOLD,EPSILON,TD_ERROR
[DATA]AUGMENTED-7D,88,0,479.8893,431.0811,0.5138,0.0000,0.0000,0.49780478,0.9695
[DATA]AUGMENTED-7D,89,0,480.8624,429.7900,0.5001,0.0000,0.0000,0.49777989,0.9332
[DATA]AUGMENTED-7D,90,0,481.9855,428.4814,0.4856,0.0000,0.0000,0.49775500,0.9217
[DATA]AUGMENTED-7D,91,0,483.2586,427.1887,0.4708,0.0000,0.0000,0.49773011,0.9217
[DATA]AUGMENTED-7D,92,0,484.6817,425.9032,0.4556,0.0000,0.0000,0.49770522,0.6891
[DATA]AUGMENTED-7D,93,0,486.2548,424.6319,-0.2600,-0.4811,-0.1874,0.49768034,0.7471
[DATA]AUGMENTED-7D,94,0,487.9779,423.3872,0.4242,0.0000,0.0000,0.49765546,0.9765
[DATA]AUGMENTED-7D,95,0,489.3700,422.1514,0.4106,0.0000,0.0000,0.49763057,0.7471
[DATA]AUGMENTED-7D,96,0,491.9418,419.6737,0.3854,0.0000,0.0000,0.49760569,0.2863
[DATA]AUGMENTED-7D,97,0,493.6027,418.4590,-0.3283,-0.5318,-0.2259,0.49758081,0.7967
[DATA]AUGMENTED-7D,98,0,495.5136,417.2631,0.3573,0.0000,0.0000,0.49755593,0.3744
[DATA]AUGMENTED-7D,99,0,497.1428,416.0609,0.3445,0.0000,0.0000,0.49753105,0.8793
[DATA]AUGMENTED-7D,100,0,499.0219,414.8565,-0.3690,-0.5656,-0.2520,0.49750618,0.3971
[DATA]AUGMENTED-7D,101,0,501.1511,413.6719,-0.3831,-0.5780,-0.2619,0.49748130,0.7384
[DATA]AUGMENTED-7D,102,0,502.9646,412.5082,0.3047,0.0000,0.0000,0.49745643,0.4063
[DATA]AUGMENTED-7D,103,0,506.1855,410.2670,-0.4168,-0.6097,-0.2849,0.49743156,0.3943
[DATA]AUGMENTED-7D,104,0,508.1710,409.1455,0.2715,0.0000,0.0000,0.49740668,0.3927
[DATA]AUGMENTED-7D,105,0,509.7968,408.0570,0.2615,0.0000,0.0000,0.49738181,0.7601
[DATA]AUGMENTED-7D,106,0,511.6726,406.9971,-0.4489,-0.6425,-0.3100,0.49735694,0.2717
[DATA]AUGMENTED-7D,107,0,513.7984,405.9455,0.2401,0.0000,0.0000,0.49733208,0.2863
[DATA]AUGMENTED-7D,108,0,515.5317,404.8833,0.2307,0.0000,0.0000,0.49730721,0.7379
[DATA]AUGMENTED-7D,109,0,516.0000,403.8153,0.2257,0.0000,0.0000,0.49728234,0.4280
[DATA]AUGMENTED-7D,110,0,514.9278,402.7785,0.2258,0.0000,0.0000,0.49725748,0.9741
[DATA]AUGMENTED-7D,111,0,514.1056,401.7548,-0.4749,-0.6713,-0.3262,0.49723262,0.4316
[DATA]AUGMENTED-7D,112,0,513.5335,400.7302,0.2237,0.0000,0.0000,0.49720776,0.9217
[DATA]AUGMENTED-7D,113,0,512.5400,399.7363,0.2237,0.0000,0.0000,0.49718290,0.9217
[DATA]AUGMENTED-7D,114,0,511.3031,397.7722,0.2213,0.0000,0.0000,0.49715804,0.7334
[DATA]AUGMENTED-7D,115,0,511.0596,396.8204,0.2191,0.0000,0.0000,0.49713318,0.9332
[DATA]AUGMENTED-7D,116,0,511.0661,395.8801,-0.4840,-0.6819,-0.3357,0.49710832,0.9794
[DATA]AUGMENTED-7D,117,0,511.3227,394.9565,-0.4877,-0.6864,-0.3395,0.49708347,0.7379
[DATA]AUGMENTED-7D,118,0,511.1472,394.0407,0.2100,0.0000,0.0000,0.49705861,0.9794
[DATA]AUGMENTED-7D,119,0,510.5355,393.1508,-0.4908,-0.6902,-0.3405,0.49703376,0.3920
[DATA]AUGMENTED-7D,120,0,510.1737,392.2818,-0.4924,-0.6921,-0.3424,0.49700891,0.9303
[DATA]AUGMENTED-7D,121,0,509.3717,391.3989,0.2074,0.0000,0.0000,0.49698406,0.9796
[DATA]AUGMENTED-7D,122,0,506.4414,389.6860,0.2111,0.0000,0.0000,0.49695921,0.9216
[DATA]AUGMENTED-7D,123,0,505.0052,388.8564,-0.4870,-0.6856,-0.3351,0.49693436,0.9754
[DATA]AUGMENTED-7D,124,0,503.8190,388.0427,-0.4858,-0.6842,-0.3345,0.49690951,0.7578
[DATA]AUGMENTED-7D,125,0,502.1973,387.2303,-0.4833,-0.6811,-0.3313,0.49688467,0.8793
[DATA]AUGMENTED-7D,126,0,500.1414,386.4170,0.2207,0.0000,0.0000,0.49685982,0.9690
[DATA]AUGMENTED-7D,127,0,497.6544,385.6168,0.2262,0.0000,0.0000,0.49683498,0.3526
[DATA]AUGMENTED-7D,128,0,495.4173,384.8319,0.2309,0.0000,0.0000,0.49681014,0.9217
[DATA]AUGMENTED-7D,129,0,493.4303,384.0650,-0.4650,-0.6601,-0.3145,0.49678530,-0.0031
[DATA]AUGMENTED-7D,130,0,491.6933,383.2935,0.2382,0.0000,0.0000,0.49676046,0.9796
[DATA]AUGMENTED-7D,131,0,486.9888,381.7559,0.2491,0.0000,0.0000,0.49673562,0.9216
[DATA]AUGMENTED-7D,132,0,484.6816,380.9937,-0.4454,-0.6388,-0.2976,0.49671078,0.3526
[DATA]AUGMENTED-7D,133,0,482.6243,380.2472,0.2592,0.0000,0.0000,0.49668595,0.9754
[DATA]AUGMENTED-7D,134,0,480.1782,379.5089,0.2654,0.0000,0.0000,0.49666111,0.7657
[DATA]AUGMENTED-7D,135,0,477.9821,378.7847,-0.4292,-0.6220,-0.2850,0.49663628,0.4063
[DATA]AUGMENTED-7D,136,0,476.0360,378.0718,0.2754,0.0000,0.0000,0.49661145,0.4254
[DATA]AUGMENTED-7D,137,0,473.7179,377.3523,0.2815,0.0000,0.0000,0.49658662,0.7886
[DATA]AUGMENTED-7D,138,0,471.6498,376.6539,-0.4132,-0.6062,-0.2732,0.49656179,0.7602
[DATA]AUGMENTED-7D,139,0,469.8317,375.9713,0.2912,0.0000,0.0000,0.49653696,0.9351
[DATA]AUGMENTED-7D,140,0,467.6574,375.2860,0.2970,0.0000,0.0000,0.49651213,-0.0095
[DATA]AUGMENTED-7D,141,0,465.7331,374.6031,0.3020,0.0000,0.0000,0.49648731,0.4375
[DATA]AUGMENTED-7D,142,0,462.6344,373.2324,0.3090,0.0000,0.0000,0.49646248,-0.0095
[DATA]AUGMENTED-7D,143,0,461.4601,372.5516,-0.3890,-0.5834,-0.2576,0.49643766,0.8898
[DATA]AUGMENTED-7D,144,0,460.5358,371.8770,0.3121,0.0000,0.0000,0.49641284,0.9217
[DATA]AUGMENTED-7D,145,0,459.2781,371.2158,0.3145,0.0000,0.0000,0.49638802,0.9323
[DATA]AUGMENTED-7D,146,0,458.2704,370.5554,0.3160,0.0000,0.0000,0.49636320,0.9323
[DATA]AUGMENTED-7D,147,0,457.5126,369.9058,0.3164,0.0000,0.0000,0.49633838,0.0879
[DATA]AUGMENTED-7D,148,0,457.0049,369.2548,0.3158,0.0000,0.0000,0.49631356,0.0694
[DATA]AUGMENTED-7D,149,0,456.7472,368.6101,-0.3858,-0.5805,-0.2572,0.49628875,0.9192
[DATA]AUGMENTED-7D,150,0,456.7395,367.9690,0.3116,0.0000,0.0000,0.49626393,0.9332
[DATA]AUGMENTED-7D,151,0,456.4012,367.3466,0.3104,0.0000,0.0000,0.49623912,0.9131
[DATA]AUGMENTED-7D,152,0,456.3130,366.7437,0.3083,0.0000,0.0000,0.49621431,0.9348
[DATA]AUGMENTED-7D,153,0,456.4747,366.1419,0.3052,0.0000,0.0000,0.49618950,0.3954
[DATA]AUGMENTED-7D,154,0,457.5482,364.9550,0.2962,0.0000,0.0000,0.49616469,0.9351
[DATA]AUGMENTED-7D,155,0,458.4599,364.3755,0.2903,0.0000,0.0000,0.49613988,-0.0110
[DATA]AUGMENTED-7D,156,0,459.6217,363.7923,0.2835,0.0000,0.0000,0.49611507,0.7886
[DATA]AUGMENTED-7D,157,0,461.0334,363.2270,-0.4240,-0.6168,-0.2880,0.49609027,0.9217
[DATA]AUGMENTED-7D,158,0,462.6952,362.6684,0.2678,0.0000,0.0000,0.49606546,0.2408
[DATA]AUGMENTED-7D,159,0,463.9901,362.1176,0.2611,0.0000,0.0000,0.49604066,0.7471
[DATA]AUGMENTED-7D,160,0,465.5351,361.5695,0.2536,0.0000,0.0000,0.49601586,0.0366
[DATA]AUGMENTED-7D,161,0,467.3301,361.0260,0.2454,0.0000,0.0000,0.49599106,0.9192
[DATA]AUGMENTED-7D,162,0,469.3751,360.4909,0.2366,0.0000,0.0000,0.49596626,0.9754
[DATA]AUGMENTED-7D,163,0,471.6701,359.9725,0.2273,0.0000,0.0000,0.49594146,0.3744
[DATA]AUGMENTED-7D,164,0,474.2151,359.4687,-0.4826,-0.6803,-0.3384,0.49591666,0.7967
[DATA]AUGMENTED-7D,165,0,477.0100,358.9580,-0.4929,-0.6927,-0.3483,0.49589187,0.9216
[DATA]AUGMENTED-7D,166,0,479.3747,358.4481,-0.5016,-0.7035,-0.3556,0.49586707,0.7547
[DATA]AUGMENTED-7D,167,0,481.2967,357.9541,0.1913,0.0000,0.0000,0.49584228,-0.0216
[DATA]AUGMENTED-7D,168,0,482.7652,357.4710,0.1857,0.0000,0.0000,0.49581749,-0.0089
[DATA]AUGMENTED-7D,169,0,484.4837,356.9832,0.1794,0.0000,0.0000,0.49579270,0.9765
[DATA]AUGMENTED-7D,170,0,488.6707,356.0232,0.1654,0.0000,0.0000,0.49576791,0.8793
[DATA]AUGMENTED-7D,171,0,491.1393,355.5506,0.1577,0.0000,0.0000,0.49574312,0.8409
[DATA]AUGMENTED-7D,172,0,493.8578,355.0768,0.1496,0.0000,0.0000,0.49571833,0.1349
[DATA]AUGMENTED-7D,173,0,496.8263,354.6065,0.1412,0.0000,0.0000,0.49569354,0.9765
[DATA]AUGMENTED-7D,174,0,500.0448,354.1449,0.1325,0.0000,0.0000,0.49566876,-0.0285
[DATA]AUGMENTED-7D,175,0,503.5133,353.6989,-0.5765,-0.8118,-0.4400,0.49564398,0.0163
[DATA]AUGMENTED-7D,176,0,507.2318,353.2631,0.1144,0.0000,0.0000,0.49561919,0.9700
[DATA]AUGMENTED-7D,177,0,510.3885,352.8363,0.1069,0.0000,0.0000,0.49559441,0.0694
[DATA]AUGMENTED-7D,178,0,513.7952,352.4125,0.0991,0.0000,0.0000,0.49556963,0.7657
[DATA]AUGMENTED-7D,179,0,516.0000,351.9939,0.0940,0.0000,0.0000,0.49554486,0.3947
[DATA]AUGMENTED-7D,180,0,513.8122,351.5757,-0.6026,-0.8584,-0.4636,0.49552008,0.0344
[DATA]AUGMENTED-7D,181,0,510.1866,350.7539,0.1030,0.0000,0.0000,0.49549530,1.2967
[DATA]AUGMENTED-7D,182,0,507.8904,350.3453,-0.5931,-0.8408,-0.4500,0.49547053,0.2408
[DATA]AUGMENTED-7D,183,0,505.8442,349.9439,-0.5897,-0.8346,-0.4458,0.49544575,0.9796
[DATA]AUGMENTED-7D,184,0,503.2072,349.5484,0.1151,0.0000,0.0000,0.49542098,0.7816
[DATA]AUGMENTED-7D,185,0,499.9856,349.1570,0.1213,0.0000,0.0000,0.49539621,0.8409
[DATA]AUGMENTED-7D,186,0,497.0140,348.7719,0.1271,0.0000,0.0000,0.49537144,0.3949
[DATA]AUGMENTED-7D,187,0,494.2923,348.3936,0.1325,0.0000,0.0000,0.49534667,0.9216
[DATA]AUGMENTED-7D,188,0,491.8207,348.0150,-0.5626,-0.7893,-0.4104,0.49532190,0.9041
[DATA]AUGMENTED-7D,189,0,489.5991,347.6468,0.1418,0.0000,0.0000,0.49529714,0.9216
[DATA]AUGMENTED-7D,190,0,486.8382,347.2829,0.1477,0.0000,0.0000,0.49527237,0.8898
[DATA]AUGMENTED-7D,191,0,482.0664,346.5542,-0.5421,-0.7582,-0.3872,0.49524761,0.0879
[DATA]AUGMENTED-7D,192,0,480.0555,346.1908,0.1622,0.0000,0.0000,0.49522285,1.0614
[DATA]AUGMENTED-7D,193,0,477.5365,345.8371,-0.5321,-0.7439,-0.3757,0.49519809,0.9041
[DATA]AUGMENTED-7D,194,0,475.2674,345.4913,-0.5269,-0.7367,-0.3707,0.49517333,0.7488
[DATA]AUGMENTED-7D,195,0,472.5045,345.1526,-0.5202,-0.7276,-0.3628,0.49514857,0.6877
[DATA]AUGMENTED-7D,196,0,469.2549,344.8124,0.1881,0.0000,0.0000,0.49512381,0.3927
[DATA]AUGMENTED-7D,197,0,465.5277,344.4819,0.1981,0.0000,0.0000,0.49509905,0.2040
[DATA]AUGMENTED-7D,198,0,462.0505,344.1599,0.2076,0.0000,0.0000,0.49507430,0.8651
[DATA]AUGMENTED-7D,199,0,458.8234,343.8354,0.2167,0.0000,0.0000,0.49504955,-0.0393
[DATA]AUGMENTED-7D,200,0,455.8462,343.5118,0.2252,0.0000,0.0000,0.49502479,0.9712
[DATA]AUGMENTED-7D,201,0,453.1190,343.1889,-0.4669,-0.6622,-0.3132,0.49500004,0.7816
[DATA]AUGMENTED-7D,202,0,450.6418,342.8674,0.2404,0.0000,0.0000,0.49497529,0.7967
[DATA]AUGMENTED-7D,203,0,447.7524,342.5547,0.2492,0.0000,0.0000,0.49495054,0.9216
[DATA]AUGMENTED-7D,204,0,445.1130,342.2454,-0.4425,-0.6358,-0.2932,0.49492580,0.0027
[DATA]AUGMENTED-7D,205,0,442.7236,341.9395,0.2650,0.0000,0.0000,0.49490105,0.8081
[DATA]AUGMENTED-7D,206,0,436.7876,341.3398,-0.4150,-0.6079,-0.2710,0.49487630,-0.0338
[DATA]AUGMENTED-7D,207,0,433.8766,341.0506,0.2952,0.0000,0.0000,0.49485156,0.7547
[DATA]AUGMENTED-7D,208,0,430.6078,340.7640,-0.3928,-0.5869,-0.2547,0.49482682,-0.1260
[DATA]AUGMENTED-7D,209,0,427.5890,340.4757,-0.3815,-0.5767,-0.2475,0.49480208,0.0163
[DATA]AUGMENTED-7D,210,0,424.2332,340.1927,0.3315,0.0000,0.0000,0.49477734,0.3971
[DATA]AUGMENTED-7D,211,0,420.5508,339.9112,-0.3535,-0.5524,-0.2279,0.49475260,1.0292
[DATA]AUGMENTED-7D,212,0,417.1184,339.6296,0.3608,0.0000,0.0000,0.49472786,0.7488
[DATA]AUGMENTED-7D,213,0,413.3835,339.3492,0.3769,0.0000,0.0000,0.49470312,1.2660
[DATA]AUGMENTED-7D,214,0,409.8987,339.0754,0.3925,0.0000,0.0000,0.49467839,0.6794
[DATA]AUGMENTED-7D,215,0,406.6639,338.8070,0.4073,0.0000,0.0000,0.49465365,0.6889
[DATA]AUGMENTED-7D,216,0,403.6791,338.5449,0.4213,0.0000,0.0000,0.49462892,0.1544
[DATA]AUGMENTED-7D,217,0,398.1594,338.0183,0.4480,0.0000,0.0000,0.49460419,0.9217
[DATA]AUGMENTED-7D,218,0,395.6246,337.7596,0.4607,0.0000,0.0000,0.49457946,0.0209
[DATA]AUGMENTED-7D,219,0,393.2398,337.5040,0.4727,0.0000,0.0000,0.49455473,-0.1475
[DATA]AUGMENTED-7D,220,0,391.0049,337.2519,-0.2158,-0.4516,-0.1540,0.49453000,0.4104
[DATA]AUGMENTED-7D,221,0,388.9201,337.0005,0.4950,0.0000,0.0000,0.49450528,-0.0338
[DATA]AUGMENTED-7D,222,0,386.5337,336.7529,0.5079,0.0000,0.0000,0.49448055,0.7547
[DATA]AUGMENTED-7D,223,0,384.2974,336.5083,0.5201,0.0000,0.0000,0.49445583,0.2717
[DATA]AUGMENTED-7D,224,0,382.2110,336.2681,-0.1684,-0.4223,-0.1320,0.49443110,0.7379
[DATA]AUGMENTED-7D,225,0,380.2746,336.0342,0.5425,0.0000,0.0000,0.49440638,0.9217
[DATA]AUGMENTED-7D,226,0,378.0659,335.8053,0.5553,0.0000,0.0000,0.49438166,0.0163
[DATA]AUGMENTED-7D,227,0,376.0072,335.5753,0.5674,0.0000,0.0000,0.49435694,0.1716
[DATA]AUGMENTED-7D,228,0,374.0985,335.3425,0.5787,0.0000,0.0000,0.49433223,0.3415
[DATA]AUGMENTED-7D,229,0,370.7312,334.8798,0.5987,0.0000,0.0000,0.49430751,0.9700
[DATA]AUGMENTED-7D,230,0,369.2725,334.6556,0.6074,0.0000,0.0000,0.49428279,0.9019
[DATA]AUGMENTED-7D,231,0,367.9638,334.4372,-0.0849,-0.3757,-0.0982,0.49425808,-0.1260
[DATA]AUGMENTED-7D,232,0,366.8051,334.2202,0.6219,0.0000,0.0000,0.49423337,-0.0058
[DATA]AUGMENTED-7D,233,0,365.4207,334.0006,0.6304,0.0000,0.0000,0.49420866,0.9754
[DATA]AUGMENTED-7D,234,0,364.1863,333.7821,-0.0622,-0.3640,-0.0894,0.49418394,0.9796
[DATA]AUGMENTED-7D,235,0,363.1019,333.5685,0.2443,-0.3608,-0.0872,0.49415924,-0.0644
[DATA]AUGMENTED-7D,236,0,361.8035,333.3593,0.2524,-0.3567,-0.0837,0.49413453,0.9454
[DATA]AUGMENTED-7D,237,0,360.2943,333.1553,0.9623,0.0000,0.0000,0.49410982,0.9196
[DATA]AUGMENTED-7D,238,0,357.0126,332.7485,0.2846,-0.3410,-0.0723,0.49408512,-0.0452
[DATA]AUGMENTED-7D,239,0,355.5968,332.5465,0.9941,0.0000,0.0000,0.49406041,0.9217
[DATA]AUGMENTED-7D,240,0,353.9900,332.3476,1.0054,0.0000,0.0000,0.49403571,1.0090
[DATA]AUGMENTED-7D,241,0,352.5331,332.1471,1.0156,0.0000,0.0000,0.49401101,0.8543
[DATA]AUGMENTED-7D,242,0,351.2263,331.9502,0.8247,0.0000,0.0000,0.49398631,-0.0973
[DATA]AUGMENTED-7D,243,0,350.0695,331.7566,0.8327,-0.3187,-0.0552,0.49396161,0.0917
[DATA]AUGMENTED-7D,244,0,349.0627,331.5669,0.8395,0.0000,0.0000,0.49393691,0.0604
